name,location,price,area,bhk
Anupama Co operative Society,"3 BHK Flat in VIP Road, Kolkata",₹52 Lac,"1,150 sqft",3 BHK
"DLF New Town Heights
3.8","3 BHK Flat in New Town, Kolkata",₹1.12 Cr,"1,525 sqft",3 BHK
"Ideal AquaView
3.7","3 BHK Flat in New Town, Kolkata",₹1.1 Cr,"1,475 sqft",3 BHK
Residential Apartment,"3 BHK Flat in Ballygunge Circular Road, Kolkata",₹3.7 Cr,"2,230 sqft",3 BHK
Dream home Bhagirathi,"3 BHK Flat in Birati, Kolkata",₹37.28 Lac,"1,065 sqft",3 BHK
"Tata Avenida
4.0","3 BHK Flat in New Town, Kolkata",₹3.02 Cr,"2,385 sqft",3 BHK
Deeshari Estate,"3 BHK Flat in Madurdaha, EM Bypass",₹1.05 Cr,"1,525 sqft",3 BHK
Shib apartment,"2 BHK Flat in Birati, Kolkata",₹28.8 Lac,720 sqft,2 BHK
"Modello Highs
3.4","3 BHK Flat in EM Bypass, Kolkata South",₹1.72 Cr,"1,822 sqft",3 BHK
Residential Apartment,"2 BHK Flat in Prince Anwarshaw Road connector, Kolkata South",₹55 Lac,975 sqft,2 BHK
Merlin Verve,"3 BHK Flat in Tollygunge, Kolkata",₹1.3 Cr,986 sqft,3 BHK
Residential Apartment,"2 BHK Flat in Prince Anwar Shah Rd, Kolkata",₹1.2 Cr,"1,130 sqft",2 BHK
Upohar The Condoville,"3 BHK Flat in Garia, Kolkata",₹1.95 Cr,"2,079 sqft",3 BHK
Gk mansion,"2 BHK Flat in Birati, Kolkata",₹25.76 Lac,736 sqft,2 BHK
"Bengal Peerless Avidipta Phase 2
4.1","2 BHK Flat in Mukundapur, Kolkata",₹98 Lac,920 sqft,2 BHK
On request,"3 BHK Flat in New Town Action Area 2D, Kolkata",₹92 Lac,"1,479 sqft",3 BHK
On request,"3 BHK Flat in New Town Action Area 2D, Kolkata",₹80 Lac,"1,240 sqft",3 BHK
NABANKUR,"3 BHK Flat in New Town, Kolkata",₹72 Lac,"1,100 sqft",3 BHK
"Modello Highs
3.4","3 BHK Flat in EM Bypass, Kolkata South",₹1.59 Cr,"1,807 sqft",3 BHK
URBAN RESIDENCY CO OPRATIVE,"2 BHK Flat in New Town, Kolkata",₹63 Lac,"1,080 sqft",2 BHK
on request,"2 BHK Flat in DD Block Newtown, Action Area 1",₹60 Lac,840 sqft,2 BHK
on request,"2 BHK Flat in DD Block Newtown, Action Area 1",₹60 Lac,841 sqft,2 BHK
On Request,"2 BHK Flat in Kalikapur, Kolkata",₹33.5 Lac,875 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Santoshpur, Kolkata",₹37 Lac,700 sqft,2 BHK
On Request New,"2 BHK Independent Builder Floor in Haltu, Kolkata",₹52.2 Lac,900 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Kalikapur, Kolkata",₹44 Lac,840 sqft,2 BHK
"Southwinds
4.1","2 BHK Flat in Garia, Kolkata",₹55 Lac,976 sqft,2 BHK
On Request New,"2 BHK Independent Builder Floor in Kalikapur, Kolkata",₹37.34 Lac,680 sqft,2 BHK
on request,"3 BHK Flat in Kaikhali, VIP Road",₹49.23 Lac,"1,094 sqft",3 BHK
on request,"2 BHK Flat in Kaikhali, VIP Road",₹39.91 Lac,887 sqft,2 BHK
"Kalipark, Rajarhat, Kolkata East","3 Bedroom House in Kalipark, Rajarhat",₹73 Lac,"1,727 sqft",3 BHK
On Request,"4 BHK Flat in Kestopur, Kolkata",₹95 Lac,"1,840 sqft",4 BHK
"residential apartment,Airport","2 BHK Flat in Airport, Dum Dum",₹28 Lac,800 sqft,2 BHK
on request,"2 BHK Flat in Salua, New Town",₹26.64 Lac,692 sqft,2 BHK
"Ideal AquaView
3.7","2 BHK Flat in New Town, Kolkata",₹85 Lac,"1,085 sqft",2 BHK
"PS Amistad
3.8","3 BHK Flat in New Town, Kolkata",₹1.42 Cr,"1,074 sqft",3 BHK
Priva,"3 BHK Flat in New Town, Kolkata",₹1.17 Cr,"1,476 sqft",3 BHK
A And S Apartment (NewBooking),"3 BHK Flat in Hridaypur, Kolkata",₹28 Lac,"1,077 sqft",3 BHK
Mandira Apartment,"2 BHK Flat in Agarpara, Panihati",₹25.5 Lac,870 sqft,2 BHK
"Shrachi Greenwood Elements
3.9","3 BHK Flat in New Town, Kolkata",₹1.8 Cr,"2,114 sqft",3 BHK
Ratnadeep Complex,"3 BHK Flat in Rathtala, Kolkata North",₹51.5 Lac,"1,140 sqft",3 BHK
Space Aurum,"2 BHK Flat in BT Road, Kolkata",₹74 Lac,"1,035 sqft",2 BHK
Binayak 922,"2 BHK Flat in Kasba, Kolkata",₹60.85 Lac,922 sqft,2 BHK
Binayak 1108,"3 BHK Flat in Nayabad, Kolkata",₹50 Lac,"1,108 sqft",3 BHK
Binayak Bishnupriya,"3 BHK Flat in Nayabad, Kolkata",₹48.59 Lac,"1,130 sqft",3 BHK
Moni Gold,"3 BHK Flat in Purbalok, EM Bypass",₹84.5 Lac,"1,300 sqft",3 BHK
jaysree apartment,"3 BHK Flat in Purbalok, EM Bypass",₹67 Lac,"1,118 sqft",3 BHK
Binayak Astra,"2 BHK Flat in Nayabad, Kolkata",₹38.25 Lac,850 sqft,2 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹70 Lac,"1,177 sqft",3 BHK
Rajdanga,"3 BHK Flat in Kasba, Kolkata",₹1.2 Cr,"1,353 sqft",3 BHK
On Request,"2 BHK Flat in Bara Nagar, Kolkata",₹27.55 Lac,725 sqft,2 BHK
On Request,"2 BHK Flat in Bara Nagar, Kolkata",₹36.32 Lac,908 sqft,2 BHK
On Request,"3 BHK Flat in Bara Nagar, Kolkata",₹48.2 Lac,"1,205 sqft",3 BHK
On Request,"2 BHK Flat in Bara Nagar, Kolkata",₹28 Lac,700 sqft,2 BHK
"Siddha Town
3.8","3 BHK Flat in Rajarhat, Kolkata",₹45 Lac,"1,010 sqft",3 BHK
Ipcon Realestate,"2 BHK Flat in Jyangra, Rajarhat",₹29.7 Lac,825 sqft,2 BHK
On Request,"2 BHK Flat in Dum Dum Cantt, South Dumdum",₹36.76 Lac,855 sqft,2 BHK
On Request,"2 BHK Flat in Baguihati, VIP Road",₹36.37 Lac,867 sqft,2 BHK
"Merlin 5th Avenue
3.9","2 BHK Flat in Salt Lake, Kolkata",₹1.3 Cr,"1,000 sqft",2 BHK
Dashdrone,"2 BHK Flat in Rajarhat, Kolkata",₹31 Lac,821 sqft,2 BHK
on request,"2 BHK Flat in Jyangra, Rajarhat",₹41.4 Lac,920 sqft,2 BHK
"Bengal Dcl Uttara
3.8","3 BHK Flat in New Town, Kolkata",₹1.75 Cr,"2,635 sqft",3 BHK
"DLF New Town Heights
3.8","3 BHK Flat in New Town, Kolkata",₹1.12 Cr,"1,525 sqft",3 BHK
"Tata Avenida
4.0","3 BHK Flat in New Town, Kolkata",₹2 Cr,"1,500 sqft",3 BHK
WBIDFC Sankalpa 2,"3 BHK Flat in Rajarhat, Kolkata",₹1.42 Cr,"1,453 sqft",3 BHK
S Residency,"2 BHK Flat in Action Area 2, Kolkata",₹66 Lac,980 sqft,2 BHK
Space Clubtown Gateway,"2 BHK Flat in New Town, Kolkata",₹73 Lac,"1,175 sqft",2 BHK
Aster Green,"4 BHK Flat in Rajarhat, Kolkata",₹1.12 Cr,"1,778 sqft",4 BHK
Semi Complex,"3 BHK Flat in New Town, Kolkata",₹77.25 Lac,"1,303 sqft",3 BHK
Hiland Woods,"2 BHK Flat in Action Area 2, Kolkata",₹60 Lac,770 sqft,2 BHK
Rameswara Waterview,"2 BHK Flat in Chotto Chandpur, Kolkata",₹42 Lac,905 sqft,2 BHK
Akash Apartment,"3 BHK Flat in Action Area 1, Kolkata",₹87 Lac,"1,342 sqft",3 BHK
"Unimark Lakewood Estate
3.8","3 BHK Flat in EM Bypass, Kolkata South",₹1.42 Cr,"1,111 sqft",3 BHK
Stand alone,"3 BHK Flat in Action Area 1, Kolkata",₹1.6 Cr,"1,750 sqft",3 BHK
Realtech Fortune Square,"3 BHK Flat in Rajarhat, Kolkata",₹72 Lac,"1,103 sqft",3 BHK
"Siddha Town
3.8","2 BHK Flat in Rajarhat, Kolkata",₹37 Lac,840 sqft,2 BHK
Rohra nibas,"3 BHK Flat in New Town, Kolkata",₹75 Lac,"1,295 sqft",3 BHK
Vedic Sanjeeva Orchard,"3 BHK Flat in New Town, Kolkata",₹1.17 Cr,"1,566 sqft",3 BHK
Tirath project,"2 BHK Flat in RAJARHAT MAIN ROAD, Kolkata East",₹45 Lac,"1,020 sqft",2 BHK
Gurukul Heights,"3 BHK Flat in Action Area 3, Kolkata",₹97 Lac,"1,250 sqft",3 BHK
"PS Amistad
3.8","3 BHK Flat in New Town, Kolkata",₹1.42 Cr,"1,074 sqft",3 BHK
Sucasa Wood,"3 BHK Flat in Narendrapur, Kolkata",₹54 Lac,"1,166 sqft",3 BHK
Cooperative society,"3 BHK Flat in Co-opearative society, Kolkata East",₹87 Lac,"1,100 sqft",3 BHK
Shrachi Greenwood Park Extension,"2 BHK Flat in New Town, Kolkata",₹87 Lac,"1,050 sqft",2 BHK
Purti Hastings,"4 BHK Flat in Alipore, Kolkata",₹2.54 Cr,"2,206 sqft",4 BHK
On Request,"3 BHK Flat in Sonarpur, Kolkata",₹32 Lac,"1,400 sqft",3 BHK
"Om Residency, Hind Motor","2 BHK Flat in Hindmotor, Uttarpara",₹23.65 Lac,946 sqft,2 BHK
Realmark Oracle,"2 BHK Flat in Narendrapur, Kolkata",₹53 Lac,960 sqft,2 BHK
On Request New,"3 BHK Flat in Sakher Bazar, Barisha",₹54 Lac,"1,200 sqft",3 BHK
PS Navyom,"4 BHK Flat in New Alipore, Kolkata",₹3.7 Cr,"2,402 sqft",4 BHK
on request,"3 BHK Flat in Purba Sinthi, Kolkata",₹57.86 Lac,"1,258 sqft",3 BHK
Mondal Plaza New BOOKING Sodepur,"3 BHK Flat in Sodepur, Kolkata North",₹33 Lac,"1,100 sqft",3 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹21 Lac,706 sqft,2 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹20 Lac,680 sqft,2 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹60 Lac,"1,200 sqft",3 BHK
"Unimark Springfield
3.7","3 BHK Flat in Rajarhat, Kolkata",₹75 Lac,"1,256 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","4 BHK Flat in Mukundapur, Kolkata",₹1.05 Cr,"1,794 sqft",4 BHK
Eden Brookside,"3 BHK Flat in Thakurpukur, Kolkata",₹46 Lac,"1,219 sqft",3 BHK
"Magnolia Prestige
3.6","2 BHK Flat in Bishnupur, Kolkata",₹28 Lac,850 sqft,2 BHK
Siddhaye Apartment II,"2 BHK Flat in Bhadrakali, Uttarpara",₹27.06 Lac,820 sqft,2 BHK
on Request,"2 BHK Flat in Madurdaha, EM Bypass",₹32 Lac,800 sqft,2 BHK
SB Enterprises,"3 BHK Flat in New Town, Kolkata",₹75 Lac,"1,481 sqft",3 BHK
on Request,"3 BHK Flat in Madurdaha, EM Bypass",₹58 Lac,"1,250 sqft",3 BHK
on request,"2 BHK Flat in Madurdaha, EM Bypass",₹40 Lac,872 sqft,2 BHK
On request,"2 BHK Flat in Airport, Dum Dum",₹31 Lac,837 sqft,2 BHK
krishnokunja,"2 BHK Flat in Silpara, Barisha",₹29.5 Lac,900 sqft,2 BHK
on Request,"1 BHK Flat in Airport, Dum Dum",₹22.64 Lac,621 sqft,1 BHK
on Request,"3 BHK Flat in Airport, Dum Dum",₹41.25 Lac,"1,115 sqft",3 BHK
Dwarika heights Dum Dum cantt,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹53 Lac,"1,344 sqft",3 BHK
On Request,"2 BHK Flat in Saha Para, Fartabad, Garia",₹32.43 Lac,791 sqft,2 BHK
On Request,"3 BHK Independent Builder Floor in Madurdaha, EM Bypass",₹65 Lac,"1,400 sqft",3 BHK
"Shrachi Greenwood Elements
3.9","3 BHK Flat in New Town, Kolkata",₹1.19 Cr,"1,830 sqft",3 BHK
Mini Complex,"2 BHK Flat in James Long Sarani, Kolkata",₹44 Lac,900 sqft,2 BHK
Raj Nandini Apartment,"2 BHK Flat in Behala, Kolkata",₹27 Lac,860 sqft,2 BHK
sonar kella ananda park,"2 BHK Flat in Boral, Kolkata",₹28.5 Lac,710 sqft,2 BHK
"Patuli, EM Bypass, Kolkata South","2 BHK Independent Builder Floor in Patuli, EM Bypass",₹60 Lac,"1,069 sqft",2 BHK
On Request,"2 BHK Flat in Jayashree Park, Behala",₹36.4 Lac,910 sqft,2 BHK
Individual Apartment,"2 BHK Flat in New Town, Kolkata",₹60 Lac,"1,000 sqft",2 BHK
Individual Apartment,"2 BHK Flat in New Town, Kolkata",₹63 Lac,980 sqft,2 BHK
"Siddha Eden LakeVille
3.9","3 BHK Flat in BT Road, Kolkata",₹1.2 Cr,"1,374 sqft",3 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹44.07 Lac,958 sqft,2 BHK
Subhasree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹23.79 Lac,881 sqft,2 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹66.5 Lac,"1,200 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹65 Lac,"1,256 sqft",3 BHK
Nirvana Apartment,"2 BHK Flat in Hindmotor, Uttarpara",₹19.57 Lac,725 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Patuli, EM Bypass",₹54.9 Lac,915 sqft,2 BHK
co operative,"3 BHK Independent Builder Floor in New Town, Kolkata",₹81 Lac,"1,250 sqft",3 BHK
gupta mansion,"2 BHK Flat in Anandalok, Sodepur",₹28.5 Lac,994 sqft,2 BHK
On Request,"3 BHK Flat in New Town, Kolkata",₹65 Lac,"1,180 sqft",3 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹45 Lac,958 sqft,2 BHK
on request,"3 BHK Flat in Chinar Park, Kolkata",₹58.7 Lac,"1,276 sqft",3 BHK
Subhasree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹21.87 Lac,810 sqft,2 BHK
On Request,"3 BHK Flat in Santoshpur, Kolkata",₹50 Lac,"1,100 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Sakher Bazar, Barisha",₹41 Lac,906 sqft,2 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹23.2 Lac,420 sqft,1 BHK
Nabadiganta apartment,"3 BHK Flat in Kaikhali, VIP Road",₹75 Lac,"1,339 sqft",3 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹54.99 Lac,"1,170 sqft",3 BHK
"Unimark Lakewood Estate
3.8","3 BHK Flat in EM Bypass, Kolkata South",₹1.15 Cr,"1,158 sqft",3 BHK
on request,"2 BHK Flat in Chinar Park, Kolkata",₹36 Lac,766 sqft,2 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹2.05 Cr,"3,900 sqft",3 BHK
Sree Ganesh Apartment,"2 BHK Flat in Konnagar, Hooghly",₹20.62 Lac,825 sqft,2 BHK
Sree Ganesh Apartment,"2 BHK Flat in Konnagar, Hooghly",₹17.5 Lac,700 sqft,2 BHK
Sree Ganesh Apartment,"2 BHK Flat in Konnagar, Hooghly",₹18.12 Lac,725 sqft,2 BHK
Prafulla Gita Apartment 2,"2 BHK Flat in Konnagar, Hooghly",₹18.75 Lac,750 sqft,2 BHK
No Name,"2 BHK Flat in Mahamayatala, Garia",₹36.54 Lac,870 sqft,2 BHK
Kavi Nazrul Metro,"2 BHK Independent Builder Floor in Garia, Kolkata",₹49.5 Lac,821 sqft,2 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹86 Lac,"1,250 sqft",3 BHK
on Request,"3 BHK Flat in Durganagar, Belgharia Expressway, Kolkata",₹40.65 Lac,"1,129 sqft",3 BHK
Jai Hanuman Apartment III,"2 BHK Flat in Hindmotor, Uttarpara",₹16.64 Lac,640 sqft,2 BHK
Bengal Peerless Avidipta Phase 1,"2 BHK Flat in Mukundapur, Kolkata",₹67 Lac,658 sqft,2 BHK
Raj Rajeshwari Apartment - New Booking,"1 BHK Flat in Konnagar, Hooghly",₹11 Lac,385 sqft,1 BHK
Jai Hanuman Apartment 1,"2 BHK Flat in Konnagar, Hooghly",₹19.83 Lac,763 sqft,2 BHK
Mannat 1,"2 BHK Flat in Konnagar, Hooghly",₹23.8 Lac,850 sqft,2 BHK
on ruqist,"1 BHK Flat in New Town, Kolkata",₹26.79 Lac,570 sqft,1 BHK
"Southwinds
4.1","3 BHK Flat in Garia, Kolkata",₹70 Lac,"1,200 sqft",3 BHK
gupta mansion,"2 BHK Flat in Anandalok, Sodepur",₹26.3 Lac,916 sqft,2 BHK
Classic Tower,"3 BHK Flat in Ballygunge, Kolkata",₹2.2 Cr,"2,200 sqft",3 BHK
Sree Ganesh Apartment,"3 BHK Flat in Konnagar, Hooghly",₹26.25 Lac,"1,050 sqft",3 BHK
Jai Hanuman Apartment,"3 BHK Flat in Konnagar, Hooghly",₹28.41 Lac,"1,093 sqft",3 BHK
Jai Hanuman Apartment,"2 BHK Flat in Konnagar, Hooghly",₹18.56 Lac,714 sqft,2 BHK
High Rise,"2 BHK Flat in Nayabad, Kolkata",₹43.78 Lac,973 sqft,2 BHK
"Siddha Waterfront
3.7","2 BHK Flat in Khardah, BT Road",₹48 Lac,975 sqft,2 BHK
Residential Apartment,"3 BHK Flat in Southern Avenue, Kolkata",₹1.45 Cr,"1,215 sqft",3 BHK
On Request,"2 BHK Flat in New Alipore, Kolkata",₹75 Lac,945 sqft,2 BHK
On Request,"3 BHK Flat in Nayabad, Kolkata",₹50.4 Lac,"1,200 sqft",3 BHK
Lakeside Empire,"2 BHK Flat in Boral, Kolkata",₹29 Lac,853 sqft,2 BHK
on request,"2 BHK Flat in DD Block Newtown, Action Area 1",₹60 Lac,840 sqft,2 BHK
on request,"2 BHK Flat in DD Block Newtown, Action Area 1",₹60 Lac,840 sqft,2 BHK
Alita Apartment,"2 BHK Flat in Nayabad, Kolkata",₹37.4 Lac,831 sqft,2 BHK
"Surya Tower, Konnagar","2 BHK Flat in Nabagram, Hooghly",₹20.25 Lac,900 sqft,2 BHK
On Request,"3 BHK Flat in Chit Kalikapur, Mukundapur",₹60 Lac,"1,116 sqft",3 BHK
"The 102
4.0","3 BHK Flat in Joka, Kolkata South",₹59 Lac,990 sqft,3 BHK
"The 102
4.0","3 BHK Flat in Joka, Kolkata South",₹65 Lac,"1,128 sqft",3 BHK
Eden Astor Park,"2 BHK Flat in Fartabad, Garia",₹57 Lac,"1,040 sqft",2 BHK
"Hiland Park
3.6","3 BHK Flat in EM Bypass, Kolkata South",₹95 Lac,"1,264 sqft",3 BHK
Jai Hanuman Apartment - New Booking,"2 BHK Flat in Konnagar, Hooghly",₹22.87 Lac,817 sqft,2 BHK
Sree Ganesh Apartment,"3 BHK Flat in Konnagar, Hooghly",₹23 Lac,920 sqft,3 BHK
Brajananda Apartment,"3 BHK Flat in Konnagar, Hooghly",₹24.7 Lac,950 sqft,3 BHK
Mini Complex,"3 BHK Flat in Nayabad, Kolkata",₹49.86 Lac,"1,108 sqft",3 BHK
on Request,"2 BHK Flat in Nager Bazar, Jessore Road",₹27.5 Lac,720 sqft,2 BHK
Standalone Building,"4 BHK Independent Builder Floor in New Town, Kolkata",₹1.55 Cr,"2,200 sqft",4 BHK
"The Ecos
4.0","3 BHK Flat in New Town, Kolkata",₹1.23 Cr,"1,369 sqft",3 BHK
Standalone Building,"3 BHK Independent Builder Floor in New Town, Kolkata",₹85 Lac,"1,500 sqft",3 BHK
Standalone Building,"2 BHK Independent Builder Floor in New Town, Kolkata",₹78 Lac,"1,150 sqft",2 BHK
Standalone Building BA,"3 BHK Flat in New Town, Kolkata",₹80 Lac,"1,250 sqft",3 BHK
Standalone Building,"2 BHK Flat in New Town, Kolkata",₹60 Lac,"1,050 sqft",2 BHK
On request new booking,"3 BHK Flat in Action Area 3, Kolkata",₹65 Lac,"1,200 sqft",3 BHK
Standalone Building CA,"2 BHK Flat in New Town, Kolkata",₹65 Lac,"1,050 sqft",2 BHK
A & S APARTMENT (New Booking),"2 BHK Flat in Agarpara, Panihati",₹20.95 Lac,676 sqft,2 BHK
On Request,"2 BHK Flat in Paschim Putiary, Kolkata",₹44 Lac,880 sqft,2 BHK
Clubtown Gardens,"3 BHK Flat in Dunlop, Kolkata",₹89.5 Lac,"1,950 sqft",3 BHK
AL Standalone building,"3 BHK Flat in New Town, Kolkata",₹1.05 Cr,"1,480 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹70 Lac,"1,250 sqft",3 BHK
Binayak 862,"2 BHK Flat in Kasba, Kolkata",₹56.89 Lac,862 sqft,2 BHK
AL Bibha (Individual),"3 BHK Flat in Action Area 1, Kolkata",₹1.2 Cr,"1,700 sqft",3 BHK
residential apartment,"2 BHK Flat in Park Street, Kolkata",₹2 Cr,"1,560 sqft",2 BHK
Standalone Building,"2 BHK Flat in New Town, Kolkata",₹73 Lac,"1,111 sqft",2 BHK
"Siddha Eden LakeVille
3.9","3 BHK Flat in BT Road, Kolkata",₹79 Lac,"1,155 sqft",3 BHK
Pn Request,"2 BHK Flat in Dum Dum Cantt, South Dumdum",₹34.57 Lac,804 sqft,2 BHK
On Request,"3 BHK Flat in Airport, Dum Dum",₹45 Lac,"1,250 sqft",3 BHK
Hi-tech Residency,"2 BHK Flat in Rajarhat, Kolkata",₹25.97 Lac,753 sqft,2 BHK
Utsa Luxary,"2 BHK Flat in New Town Action area 1A, Kolkata",₹1 Cr,"1,242 sqft",2 BHK
Siddhaye Apartment III,"2 BHK Flat in Hindmotor, Uttarpara",₹18.6 Lac,744 sqft,2 BHK
"Bengal DCL Malancha
3.6","3 BHK Flat in New Town, Kolkata",₹1 Cr,"1,495 sqft",3 BHK
Pacific Vijoya,"2 BHK Flat in Garia, Kolkata",₹34.5 Lac,851 sqft,2 BHK
"Nirala Apartment, New Booking","2 BHK Flat in Rajarhat, Kolkata",₹32.18 Lac,894 sqft,2 BHK
Jupiter Airport Residency,"3 BHK Flat in Birati, Kolkata",₹1 Cr,"1,398 sqft",3 BHK
Shivom Utopia,"3 BHK Flat in EM Bypass, Kolkata South",₹1.75 Cr,"1,531 sqft",3 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹84 Lac,"1,240 sqft",3 BHK
Urban Sabujayan,"4 BHK Flat in Kalikapur, Kolkata",₹89.7 Lac,"1,795 sqft",4 BHK
"Om Residency, Hind Motor","2 BHK Flat in Hindmotor, Uttarpara",₹21 Lac,840 sqft,2 BHK
"Uniworld City
3.8","5 BHK Flat in New Town, Kolkata",₹3 Cr,"5,400 sqft",5 BHK
Ujjwala Luxary Apartments,"3 BHK Flat in New Town Action Area 2D, Kolkata",₹2.7 Cr,"2,612 sqft",3 BHK
Mini Complex,"2 BHK Flat in Garia Station Road, Kolkata",₹29 Lac,800 sqft,2 BHK
Suryayan Plaza,"3 BHK Flat in Rajarhat, Kolkata",₹37.38 Lac,"1,150 sqft",3 BHK
"Prafulla Plaza New Booking, Agarpara","1 BHK Flat in Agarpara, Panihati",₹13.2 Lac,518 sqft,1 BHK
On Request,"3 BHK Flat in Kaikhali, VIP Road",₹48.23 Lac,"1,096 sqft",3 BHK
1250 Shyam Mandir,"3 BHK Flat in Alambazar, Bara Nagar",₹56.25 Lac,"1,250 sqft",3 BHK
Eden Tolly Signature,"3 BHK Flat in Tollygunge, Kolkata",₹53 Lac,"1,075 sqft",3 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹21 Lac,700 sqft,2 BHK
Delux Adarsha Apartment,"3 BHK Flat in Sodepur, Kolkata North",₹32 Lac,"1,016 sqft",3 BHK
Siddhaye Apartment II - New Booking.,"3 BHK Flat in Bhadrakali, Uttarpara",₹38.87 Lac,"1,178 sqft",3 BHK
Antrik Apartment,"3 BHK Flat in Sodepur, Kolkata North",₹32 Lac,"1,010 sqft",3 BHK
mihir kunja,"2 BHK Flat in Sodepur, Kolkata North",₹23.52 Lac,840 sqft,2 BHK
On Request,"3 BHK Flat in Purbalok, EM Bypass",₹84.5 Lac,"1,300 sqft",3 BHK
Purti Veda,"2 BHK Flat in New Town, Kolkata",₹70 Lac,933 sqft,2 BHK
Shapoorji Palanji,"3 BHK Flat in Action Area 3, Kolkata",₹60 Lac,910 sqft,3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.55 Cr,"2,200 sqft",3 BHK
Mithu appartments,"2 BHK Flat in Mahamayatala, Garia",₹44.65 Lac,950 sqft,2 BHK
Joyville Howrah Tower A1- Pinnacle,"2 BHK Flat in Salap, Howrah",₹36.9 Lac,920 sqft,2 BHK
on request,"2 BHK Flat in Hatiara Extention, Kolkata",₹25.6 Lac,800 sqft,2 BHK
"Sabyasachi Apartment, New Booking","3 BHK Flat in Rajarhat, Kolkata",₹46 Lac,"1,124 sqft",3 BHK
"Unimark Springfield
3.7","2 BHK Flat in Rajarhat, Kolkata",₹59 Lac,971 sqft,2 BHK
Anandi View,"3 BHK Flat in Rajarhat, Kolkata",₹39.6 Lac,"1,183 sqft",3 BHK
"Uniworld City
3.8","4 BHK Flat in New Town, Kolkata",₹3.1 Cr,"5,000 sqft",4 BHK
On Request,"1 BHK Flat in Garagachha, Garia",₹22 Lac,530 sqft,1 BHK
Mithu appartment,"2 BHK Flat in Mahamayatala, Garia",₹42.3 Lac,900 sqft,2 BHK
"Uniworld City
3.8","5 BHK Flat in New Town, Kolkata",₹2.5 Cr,"4,000 sqft",5 BHK
"Uniworld City
3.8","4 BHK Flat in New Town, Kolkata",₹3.1 Cr,"5,001 sqft",4 BHK
"Uniworld City
3.8","5 BHK Flat in New Town, Kolkata",₹2.5 Cr,"4,100 sqft",5 BHK
Residential Apartment,"3 BHK Flat in Anandapur, EM Bypass",₹1 Cr,"1,593 sqft",3 BHK
Aryan Alivia Apartment,"3 BHK Flat in Mukundapur, Kolkata",₹75 Lac,"1,400 sqft",3 BHK
"Surya Tower, Konnagar","2 BHK Flat in Nabagram, Hooghly",₹18 Lac,800 sqft,2 BHK
Individual Apartment,"3 BHK Flat in Action Area 2B, New Town",₹72.11 Lac,"1,311 sqft",3 BHK
Individual Apartment,"3 BHK Flat in Action Area 2B, New Town",₹65 Lac,"1,198 sqft",3 BHK
Individual Apartment,"2 BHK Flat in Action Area 2B, New Town",₹46.38 Lac,892 sqft,2 BHK
Individual Apartment,"3 BHK Flat in Action Area 2, Kolkata",₹69.06 Lac,"1,303 sqft",3 BHK
"Bengal Abasan Urban Sabujayan
3.9","3 BHK Flat in Mukundapur, Kolkata",₹61 Lac,"1,256 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.75 Cr,"2,200 sqft",3 BHK
"Udayan Apartment, Konnagar","2 BHK Flat in Konnagar, Hooghly",₹18.63 Lac,745 sqft,2 BHK
Amodini Apartment,"2 BHK Flat in Behala Chowrasta, Kolkata",₹30 Lac,700 sqft,2 BHK
"Merlin The One
3.9","3 BHK Flat in Tollygunge, Kolkata",₹1.38 Cr,"1,200 sqft",3 BHK
On Request New Booking,"2 BHK Independent Builder Floor in Bakultala, Kolkata South",₹27 Lac,780 sqft,2 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹90 Lac,"1,226 sqft",3 BHK
